Waste type,Initial pH,Initial carbon to nitrogen,Initial moisture content (%),Compost time (day),pH,Temperature (℃),Moisture content (%),EC（ms/cm-1）,Ammonia氨mg/kg,Nitrate硝酸盐mg/kg,总氮(%),总有机碳变化(%),有机质含量变化(%),C/N,GI (%),NH4+-N (g/Kg),NO3--N (g/Kg),CO2 (g/Kg),CH4 (g/Kg),N2O (g/Kg),NH3 (g/Kg),segment,Temperature_corr,Moisture_corr,pH_corr,batch_id
sludge waste composting,5.65,12.9962,69.782,9.0,43.702,55.181,7.25,3.0109,5000.0,144.63,2.7172,25.74112248,56.3543,9.4734,41.5071,,,,,,,Segment A: calibrated,43.702,55.181,7.25,sludge waste composting|5.65|12.996|69.782
sludge waste composting,5.65,12.9962,69.782,10.0,41.021,50.233,6.9495,3.29059999999999,5000.0,174.38,2.5423,23.87880698,56.6154,9.3926,41.3325,,,,,,,Segment A: calibrated,41.021,50.233,6.9495,sludge waste composting|5.65|12.996|69.782
sludge waste composting,5.65,12.9962,69.782,11.0,38.085,49.105,7.4454,3.0536,5000.0,101.28,2.2622,20.0781561,56.8392,8.8755,59.436,,,,,,,Segment A: calibrated,38.085,49.105,7.4454,sludge waste composting|5.65|12.996|69.782
sludge waste composting,5.65,12.9962,69.782,12.0,34.894,48.699,7.3552,3.01449999999999,5000.0,134.17,2.9711,27.47405881,56.3543,9.2471,66.6673,,,,,,,Segment A: calibrated,34.894,48.699,7.3552,sludge waste composting|5.65|12.996|69.782
sludge waste composting,5.65,12.9962,69.782,13.0,33.362,44.475,7.0246,3.0814,5000.0,146.52,2.4876,23.12373456,56.3543,9.2956,86.1618,,,,,,,Segment A: calibrated,33.362,44.475,7.0246,sludge waste composting|5.65|12.996|69.782
sludge waste composting,5.65,12.9962,69.782,14.0,32.213,44.481,6.6639,3.2871,5000.0,150.96,2.6353,22.70811657,54.9371,8.6169,85.3745,,,,,,,Segment A: calibrated,32.213,44.481,6.6639,sludge waste composting|5.65|12.996|69.782
sludge waste composting,5.65,12.9962,69.782,15.0,20.979,41.908,6.5287,3.05579999999999,5000.0,112.67,2.7551,23.29519703,55.049,8.4553,90.9244,,,,,,,Segment A: calibrated,20.979,41.908,6.5287,sludge waste composting|5.65|12.996|69.782
sludge waste composting,5.65,12.9962,69.782,16.0,19.574,41.709,6.0929,3.1363,5000.0,82.29,2.7275,21.695626,54.5641,7.9544,90.5802,,,,,,,Segment A: calibrated,19.574,41.709,6.0929,sludge waste composting|5.65|12.996|69.782
sludge waste composting,7.25,13.6264,69.782,1.0,25.319,69.782,7.25,2.2977,3272.90909090909,148.09,3.4,51.97926544,63.3287,13.6264,38.551,,,,,,,Segment A: calibrated,25.319,69.782,7.25,sludge waste composting|7.25|13.626|69.782
sludge waste composting,7.25,13.6264,69.782,2.0,39.745,66.589,6.5738,3.1135,4236.36363636364,205.5,2.6718,34.29148428,62.993,12.8346,30.4552,,,,,,,Segment A: calibrated,39.745,66.589,6.5738,sludge waste composting|7.25|13.626|69.782
sludge waste composting,7.25,13.6264,69.782,3.0,62.851,70.208,6.8142,4.72879999999999,5000.0,396.61,2.6091,32.51695239,61.8741,12.4629,29.685,,,,,,,Segment A: calibrated,62.851,70.208,6.8142,sludge waste composting|7.25|13.626|69.782
sludge waste composting,7.25,13.6264,69.782,4.0,57.106,65.158,7.3251,3.67129999999999,5000.0,413.77,2.6166,28.84723002,59.8601,11.0247,28.7731,,,,,,,Segment A: calibrated,57.106,65.158,7.3251,sludge waste composting|7.25|13.626|69.782
sludge waste composting,7.25,13.6264,69.782,5.0,53.915,59.901,7.8511,3.78209999999999,5000.0,219.58,2.7644,32.04022532,59.1142,11.5903,34.777,,,,,,,Segment A: calibrated,53.915,59.901,7.8511,sludge waste composting|7.25|13.626|69.782
sludge waste composting,7.25,13.6264,69.782,6.0,52.383,55.676,8.5874,2.8225,5000.0,226.68,2.7368,29.24380272,57.1375,10.6854,30.5923,,,,,,,Segment A: calibrated,52.383,55.676,8.5874,sludge waste composting|7.25|13.626|69.782
sludge waste composting,7.25,13.6264,69.782,7.0,52.894,55.064,9.1434,2.5402,5000.0,78.5,2.3936,24.57078272,56.6527,10.2652,34.8299,,,,,,,Segment A: calibrated,52.894,55.064,9.1434,sludge waste composting|7.25|13.626|69.782
sludge waste composting,7.25,13.6264,69.782,8.0,50.723,53.006,8.362,2.55859999999999,4381.90909090909,102.85,2.387,24.0401931,56.2424,10.0713,40.2876,,,,,,,Segment A: calibrated,50.723,53.006,8.362,sludge waste composting|7.25|13.626|69.782
sludge waste composting,7.25,13.6264,69.782,9.0,52.766,53.53,8.4221,3.1614,5000.0,135.82,2.9136,29.95588704,55.683,10.2814,37.5259,,,,,,,Segment A: calibrated,52.766,53.53,8.4221,sludge waste composting|7.25|13.626|69.782
sludge waste composting,7.25,13.6264,69.782,10.0,49.574,48.273,7.9262,3.10879999999999,5000.0,95.47,2.423,23.0715637,55.4965,9.5219,53.8194,,,,,,,Segment A: calibrated,49.574,48.273,7.9262,sludge waste composting|7.25|13.626|69.782
sludge waste composting,7.25,13.6264,69.782,11.0,43.191,43.945,7.776,3.23709999999999,5000.0,109.75,2.7882,25.8731019,55.2354,9.2795,69.5647,,,,,,,Segment A: calibrated,43.191,43.945,7.776,sludge waste composting|7.25|13.626|69.782
sludge waste composting,7.25,13.6264,69.782,12.0,40.511,41.681,7.9112,3.15459999999999,5000.0,129.78,2.5923,23.63633217,54.1166,9.1179,79.6909,,,,,,,Segment A: calibrated,40.511,41.681,7.9112,sludge waste composting|7.25|13.626|69.782
sludge waste composting,7.25,13.6264,69.782,13.0,39.489,39.727,7.8962,3.08699999999999,5000.0,149.81,2.3824,21.49139216,53.1096,9.0209,78.8458,,,,,,,Segment A: calibrated,39.489,39.727,7.8962,sludge waste composting|7.25|13.626|69.782
sludge waste composting,7.25,13.6264,69.782,14.0,36.17,43.862,7.9112,2.9837,5000.0,120.96,2.2285,19.38282445,52.289,8.6977,74.8192,,,,,,,Segment A: calibrated,36.17,43.862,7.9112,sludge waste composting|7.25|13.626|69.782
sludge waste composting,7.25,13.6264,69.782,15.0,22.511,41.186,7.5505,2.68859999999999,5000.0,99.3,2.5446,20.03516256,50.5361,7.8736,89.5178,,,,,,,Segment A: calibrated,22.511,41.186,7.5505,sludge waste composting|7.25|13.626|69.782
sludge waste composting,7.25,13.6264,69.782,16.0,20.723,37.477,7.6407,2.8469,5000.0,81.95,2.5872,18.7817784,50.3497,7.2595,90.0156,,,,,,,Segment A: calibrated,20.723,37.477,7.6407,sludge waste composting|7.25|13.626|69.782
sludge waste composting,7.6397,16.5726,73.373,1.0,31.481,73.373,7.6397,2.531,4118.2,199.39,3.4,52.0,79.9286,16.5726,38.5185,,,,,,,Segment A: calibrated,31.481,73.373,7.6397,sludge waste composting|7.64|16.573|73.373
sludge waste composting,7.6397,16.5726,73.373,2.0,61.363,69.928,8.791,3.11329999999999,5000.0,183.48,3.4,52.0,76.8159,15.0061,38.9337,,,,,,,Segment A: calibrated,61.363,69.928,8.791,sludge waste composting|7.64|16.573|73.373
sludge waste composting,7.6397,16.5726,73.373,3.0,64.959,65.952,8.8396,3.13409999999999,5000.0,273.64,3.4,52.0,76.6443,14.4552,44.164,,,,,,,Segment A: calibrated,64.959,65.952,8.8396,sludge waste composting|7.64|16.573|73.373
sludge waste composting,7.6397,16.5726,73.373,4.0,55.635,61.048,9.1471,3.55049999999999,5000.0,302.27,3.3113,45.40520786,76.4318,13.7122,50.2322,,,,,,,Segment A: calibrated,55.635,61.048,9.1471,sludge waste composting|7.64|16.573|73.373
sludge waste composting,7.6397,16.5726,73.373,5.0,60.132,60.518,9.2436,3.27209999999999,5000.0,241.82,2.6115,35.589522,74.8935,13.628,38.2062,,,,,,,Segment A: calibrated,60.132,60.518,9.2436,sludge waste composting|7.64|16.573|73.373
sludge waste composting,7.6397,16.5726,73.373,6.0,56.066,58.928,9.3114,3.18629999999999,5000.0,159.09,2.8896,38.9778144,74.8049,13.489,56.4891,,,,,,,Segment A: calibrated,56.066,58.928,9.3114,sludge waste composting|7.64|16.573|73.373
sludge waste composting,7.6397,16.5726,73.373,7.0,46.593,58.133,9.2161,2.5299,5000.0,167.58,2.537,33.2418036,74.2607,13.1028,39.5572,,,,,,,Segment A: calibrated,46.593,58.133,9.2161,sludge waste composting|7.64|16.573|73.373
sludge waste composting,7.6397,16.5726,73.373,8.0,50.187,57.337,9.1017,3.0241,5000.0,198.33,3.4,41.24835372,73.9238,11.6186,35.0907,,,,,,,Segment A: calibrated,50.187,57.337,9.1017,sludge waste composting|7.64|16.573|73.373
sludge waste composting,7.6397,16.5726,73.373,9.0,47.173,57.072,9.2366,2.6653,5000.0,113.48,2.7751,30.86632726,73.6281,11.1226,39.3884,,,,,,,Segment A: calibrated,47.173,57.072,9.2366,sludge waste composting|7.64|16.573|73.373
sludge waste composting,7.6397,16.5726,73.373,10.0,45.812,54.554,8.6811,2.596,5000.0,149.55,2.7118,27.84964364,72.8769,10.2698,36.6741,,,,,,,Segment A: calibrated,45.812,54.554,8.6811,sludge waste composting|7.64|16.573|73.373
sludge waste composting,7.6397,16.5726,73.373,11.0,47.153,49.12,8.6434,2.6668,5000.0,180.3,2.4865,25.05372535,72.3742,10.0759,48.0397,,,,,,,Segment A: calibrated,47.153,49.12,8.6434,sludge waste composting|7.64|16.573|73.373
sludge waste composting,7.6397,16.5726,73.373,12.0,43.238,48.458,8.5577,2.4153,5000.0,79.55,2.348,23.3313716,70.8771,9.9367,52.8565,,,,,,,Segment A: calibrated,43.238,48.458,8.5577,sludge waste composting|7.64|16.573|73.373
sludge waste composting,7.6397,16.5726,73.373,13.0,39.923,47.53,8.731,2.6163,5000.0,147.42,2.331,19.1908899,70.3331,8.2329,57.4493,,,,,,,Segment A: calibrated,39.923,47.53,8.731,sludge waste composting|7.64|16.573|73.373
sludge waste composting,7.6397,16.5726,73.373,14.0,34.656,47.53,9.0001,2.8298,5000.0,219.55,2.7597,22.18495233,69.2088,8.0389,63.538,,,,,,,Segment A: calibrated,34.656,47.53,9.0001,sludge waste composting|7.64|16.573|73.373
sludge waste composting,7.6397,16.5726,73.373,15.0,31.34,46.47,8.6843,2.8141,5000.0,210.0,2.9973,23.59594452,68.4576,7.8724,66.8213,,,,,,,Segment A: calibrated,31.34,46.47,8.6843,sludge waste composting|7.64|16.573|73.373
sludge waste composting,7.6397,16.5726,73.373,16.0,26.974,44.217,8.7425,2.96609999999999,5000.0,315.0,3.0093,22.1153457,66.5461,7.349,69.3952,,,,,,,Segment A: calibrated,26.974,44.217,8.7425,sludge waste composting|7.64|16.573|73.373
sludge waste composting,7.2178,16.1883,72.313,1.0,30.279,72.313,7.2178,2.3096,3828.0,97.57,3.4,52.0,79.9286,16.1883,36.8433,,,,,,,Segment A: calibrated,30.279,72.313,7.2178,sludge waste composting|7.218|16.188|72.313
sludge waste composting,7.2178,16.1883,72.313,2.0,66.471,69.53,8.8677,3.0488,5000.0,173.37,3.4,51.50268754,78.5972,13.5238,44.8993,,,,,,,Segment A: calibrated,66.471,69.53,8.8677,sludge waste composting|7.218|16.188|72.313
sludge waste composting,7.2178,16.1883,72.313,3.0,72.319,62.373,8.6479,2.7036,5000.0,199.94,2.3966,28.45914568,74.6969,11.8748,52.276,,,,,,,Segment A: calibrated,72.319,62.373,8.6479,sludge waste composting|7.218|16.188|72.313
sludge waste composting,7.2178,16.1883,72.313,4.0,64.948,61.711,8.9937,3.12989999999999,5000.0,169.05,3.3403,39.20075871,74.4017,11.7357,53.8628,,,,,,,Segment A: calibrated,64.948,61.711,8.9937,sludge waste composting|7.218|16.188|72.313
sludge waste composting,7.2178,16.1883,72.313,5.0,62.085,64.229,8.9464,2.9147,5000.0,222.07,2.762,30.0585698,73.6089,10.8829,51.5913,,,,,,,Segment A: calibrated,62.085,64.229,8.9464,sludge waste composting|7.218|16.188|72.313
sludge waste composting,7.2178,16.1883,72.313,6.0,57.718,60.12,8.9758,3.06169999999999,5000.0,173.86,2.907,31.2325173,73.3962,10.7439,41.5494,,,,,,,Segment A: calibrated,57.718,60.12,8.9758,sludge waste composting|7.218|16.188|72.313
sludge waste composting,7.2178,16.1883,72.313,7.0,50.048,55.747,8.7271,2.8114,5000.0,150.27,2.9595,31.3032234,73.3905,10.5772,50.919,,,,,,,Segment A: calibrated,50.048,55.747,8.7271,sludge waste composting|7.218|16.188|72.313
sludge waste composting,7.2178,16.1883,72.313,8.0,50.939,49.253,8.6415,3.2119,5000.0,158.6,3.3708,34.35215988,73.0121,10.1911,43.1192,,,,,,,Segment A: calibrated,50.939,49.253,8.6415,sludge waste composting|7.218|16.188|72.313
sludge waste composting,7.2178,16.1883,72.313,9.0,48.825,48.325,8.7476,3.024,5000.0,161.46,3.3422,33.04566828,72.8407,9.8874,47.5136,,,,,,,Segment A: calibrated,48.825,48.325,8.7476,sludge waste composting|7.218|16.188|72.313
sludge waste composting,7.2178,16.1883,72.313,10.0,47.313,46.072,8.4701,2.9887,5000.0,126.01,3.25,31.94945,72.1309,9.8306,61.015,,,,,,,Segment A: calibrated,47.313,46.072,8.4701,sludge waste composting|7.218|16.188|72.313
sludge waste composting,7.2178,16.1883,72.313,11.0,45.05,42.096,8.5859,3.22,5000.0,141.64,3.4,33.1158222,71.9181,9.417,60.4288,,,,,,,Segment A: calibrated,45.05,42.096,8.5859,sludge waste composting|7.218|16.188|72.313
sludge waste composting,7.2178,16.1883,72.313,12.0,40.834,46.205,8.4235,2.72669999999999,5000.0,100.72,2.9614,27.3944307,71.8298,9.2505,69.8804,,,,,,,Segment A: calibrated,40.834,46.205,8.4235,sludge waste composting|7.218|16.188|72.313
sludge waste composting,7.2178,16.1883,72.313,13.0,36.918,46.072,8.4241,2.762,5000.0,166.5,2.7419,25.43413859,71.2442,9.2761,74.0622,,,,,,,Segment A: calibrated,36.918,46.072,8.4241,sludge waste composting|7.218|16.188|72.313
sludge waste composting,7.2178,16.1883,72.313,14.0,36.008,43.289,8.4056,3.0734,5000.0,213.13,3.211,26.7826299,70.8658,8.3409,81.7451,,,,,,,Segment A: calibrated,36.008,43.289,8.4056,sludge waste composting|7.218|16.188|72.313
sludge waste composting,7.2178,16.1883,72.313,15.0,32.842,40.241,8.4062,3.0633,5000.0,126.62,3.4,27.33887951,65.5572,7.9273,88.2953,,,,,,,Segment A: calibrated,32.842,40.241,8.4062,sludge waste composting|7.218|16.188|72.313
sludge waste composting,7.2178,16.1883,72.313,16.0,28.777,41.964,8.2918,3.239,5000.0,266.27,3.4,22.60183064,65.4689,6.3608,90.8601,,,,,,,Segment A: calibrated,28.777,41.964,8.2918,sludge waste composting|7.218|16.188|72.313
sludge waste composting,7.5246,16.6,71.651,1.0,34.034,71.651,7.5246,2.0866,4275.3,135.35,3.4,52.0,79.5557,16.6,41.7497,,,,,,,Segment A: calibrated,34.034,71.651,7.5246,sludge waste composting|7.525|16.6|71.651
sludge waste composting,7.5246,16.6,71.651,2.0,70.827,64.361,8.8294,2.9844,5000.0,207.85,3.4,49.79335023,74.3711,13.7433,41.2276,,,,,,,Segment A: calibrated,70.827,64.361,8.8294,sludge waste composting|7.525|16.6|71.651
sludge waste composting,7.5246,16.6,71.651,3.0,74.422,56.807,8.5808,3.15209999999999,5000.0,219.94,3.4,43.77169589,74.1999,11.5453,35.713,,,,,,,Segment A: calibrated,74.422,56.807,8.5808,sludge waste composting|7.525|16.6|71.651
sludge waste composting,7.5246,16.6,71.651,4.0,67.953,52.699,8.6389,3.46069999999999,5000.0,321.45,3.2419,35.28678474,73.9046,10.8846,54.8593,,,,,,,Segment A: calibrated,67.953,52.699,8.6389,sludge waste composting|7.525|16.6|71.651
sludge waste composting,7.5246,16.6,71.651,5.0,66.14,48.59,8.8217,3.1691,5000.0,334.74,2.6346,26.86396236,73.4847,10.1966,52.224,,,,,,,Segment A: calibrated,66.14,48.59,8.8217,sludge waste composting|7.525|16.6|71.651
sludge waste composting,7.5246,16.6,71.651,6.0,62.525,48.458,8.8416,3.6878,5000.0,234.44,3.4,34.53377536,72.8573,10.0576,45.6527,,,,,,,Segment A: calibrated,62.525,48.458,8.8416,sludge waste composting|7.525|16.6|71.651
sludge waste composting,7.5246,16.6,71.651,7.0,54.403,47.265,9.0052,3.0934,5000.0,217.52,2.8901,28.98250082,72.2303,10.0282,49.1262,,,,,,,Segment A: calibrated,54.403,47.265,9.0052,sludge waste composting|7.525|16.6|71.651
sludge waste composting,7.5246,16.6,71.651,8.0,53.943,44.88,9.0154,3.28839999999999,5000.0,303.32,2.8904,28.66294064,71.1892,9.9166,51.9093,,,,,,,Segment A: calibrated,53.943,44.88,9.0154,sludge waste composting|7.525|16.6|71.651
sludge waste composting,7.5246,16.6,71.651,9.0,51.079,38.518,8.4503,3.5561,5000.0,222.36,3.0876,30.01949976,70.7694,9.7226,75.34,,,,,,,Segment A: calibrated,51.079,38.518,8.4503,sludge waste composting|7.525|16.6|71.651
sludge waste composting,7.5246,16.6,71.651,10.0,46.111,32.422,8.6619,4.7845,5000.0,222.36,3.4,35.62566912,70.6808,9.4188,66.2182,,,,,,,Segment A: calibrated,46.111,32.422,8.6619,sludge waste composting|7.525|16.6|71.651
sludge waste composting,7.5246,16.6,71.651,11.0,44.9,33.614,8.2982,4.463,5000.0,300.91,3.152,26.048128,70.6756,8.264,79.1925,,,,,,,Segment A: calibrated,44.9,33.614,8.2982,sludge waste composting|7.525|16.6|71.651
sludge waste composting,7.5246,16.6,71.651,12.0,41.735,31.361,8.2125,4.0057,5000.0,180.06,2.8167,23.34959799,69.3855,8.2897,80.8383,,,,,,,Segment A: calibrated,41.735,31.361,8.2125,sludge waste composting|7.525|16.6|71.651
sludge waste composting,7.5246,16.6,71.651,13.0,37.97,32.289,8.3474,3.456,5000.0,141.39,2.6551,21.34912808,69.2972,8.0408,82.995,,,,,,,Segment A: calibrated,37.97,32.289,8.3474,sludge waste composting|7.525|16.6|71.651
sludge waste composting,7.5246,16.6,71.651,14.0,35.857,30.169,8.5398,3.7364,5000.0,163.14,3.3094,24.87808356,69.2086,7.5174,85.813,,,,,,,Segment A: calibrated,35.857,30.169,8.5398,sludge waste composting|7.525|16.6|71.651
sludge waste composting,7.5246,16.6,71.651,15.0,33.894,30.301,8.0035,3.9753,5000.0,158.31,3.3793,24.00587134,67.2975,7.1038,89.2289,,,,,,,Segment A: calibrated,33.894,30.301,8.0035,sludge waste composting|7.525|16.6|71.651
sludge waste composting,7.5246,16.6,71.651,16.0,29.077,30.301,8.4644,3.5381,5000.0,325.08,3.2581,18.93509977,63.9358,5.8117,89.2758,,,,,,,Segment A: calibrated,29.077,30.301,8.4644,sludge waste composting|7.525|16.6|71.651
sludge waste composting,7.06107,13.934404946796,72.3289,0.0,45.962,72.3289,7.06107,0.3932,472.16,322.12,2.07973,28.9798,49.9611752000001,13.934404946796,52.7784,,,,,,,Segment A: calibrated,45.962,72.3289,7.06107,sludge waste composting|7.061|13.934|72.329
sludge waste composting,7.06107,13.934404946796,72.3289,3.0,59.696,73.9681,8.52672,1.3202,1420.64,115.08,1.87703,28.6614,49.4122536000001,15.2695481691822,38.9323,,,,,,,Segment A: calibrated,59.696,73.9681,8.52672,sludge waste composting|7.061|13.934|72.329
sludge waste composting,7.06107,13.934404946796,72.3289,7.0,34.432,73.0717,8.45038,1.0998,1041.62,152.96,2.40405,28.0946,48.4350903999999,11.6863625964518,53.6613,,,,,,,Segment A: calibrated,34.432,73.0717,8.45038,sludge waste composting|7.061|13.934|72.329
sludge waste composting,7.06107,13.934404946796,72.3289,14.0,33.242,68.335,8.75573,0.9981,818.21,162.36,2.31486,28.0645,48.383198,12.1236273467942,46.8923,,,,,,,Segment A: calibrated,33.242,68.335,8.75573,sludge waste composting|7.061|13.934|72.329
sludge waste composting,7.06107,13.934404946796,72.3289,21.0,37.029,64.6941,7.45802,1.1803,519.08,269.82,2.69189,26.7872,46.1811328,9.95107526681997,54.5005,,,,,,,Segment A: calibrated,37.029,64.6941,7.45802,sludge waste composting|7.061|13.934|72.329
sludge waste composting,7.06107,13.934404946796,72.3289,28.0,29.076,61.1216,7.50382,1.3735,389.2,681.85,2.71622,25.4387,43.8563188,9.36547849585085,59.4022,,,,,,,Segment A: calibrated,29.076,61.1216,7.50382,sludge waste composting|7.061|13.934|72.329
sludge waste composting,7.06107,13.934404946796,72.3289,35.0,28.062,59.9466,7.1374,1.6541,290.54,953.84,2.38378,25.3728,43.7427072000001,10.6439352624823,64.561,,,,,,,Segment A: calibrated,28.062,59.9466,7.1374,sludge waste composting|7.061|13.934|72.329
sludge waste composting,7.06107,13.934404946796,72.3289,42.0,29.009,57.1964,6.96947,2.2405,174.02,1026.3,2.29054,25.9486,44.7353863999999,11.3285950037982,65.7407,,,,,,,Segment A: calibrated,29.009,57.1964,6.96947,sludge waste composting|7.061|13.934|72.329
sludge waste composting,6.18321,13.8840763399712,70.1372,0.0,44.893,70.1372,6.18321,0.6554,521.17,353.62,2.05135,28.4811,49.1014163999999,13.8840763399712,56.5645,,,,,,,Segment A: calibrated,44.893,70.1372,6.18321,sludge waste composting|6.183|13.884|70.137
sludge waste composting,6.18321,13.8840763399712,70.1372,3.0,64.147,73.2147,8.31298,1.768,1714.63,115.04,1.82838,27.8421,47.9997804000001,15.2277425918026,40.6372,,,,,,,Segment A: calibrated,64.147,73.2147,8.31298,sludge waste composting|6.183|13.884|70.137
sludge waste composting,6.18321,13.8840763399712,70.1372,7.0,34.261,72.4553,8.08397,1.9299,1536.06,219.48,2.61892,26.5269,45.7323756,10.1289462832007,52.9026,,,,,,,Segment A: calibrated,34.261,72.4553,8.08397,sludge waste composting|6.183|13.884|70.137
sludge waste composting,6.18321,13.8840763399712,70.1372,14.0,38.941,65.1842,8.18321,1.9483,889.49,249.87,2.54189,24.9286,42.9769064,9.80711203081172,51.5946,,,,,,,Segment A: calibrated,38.941,65.1842,8.18321,sludge waste composting|6.183|13.884|70.137
sludge waste composting,6.18321,13.8840763399712,70.1372,21.0,37.572,65.8583,7.65649,2.7532,634.9,294.32,2.84595,24.0076,41.3891024,8.43570688170909,46.3654,,,,,,,Segment A: calibrated,37.572,65.8583,7.65649,sludge waste composting|6.183|13.884|70.137
sludge waste composting,6.18321,13.8840763399712,70.1372,28.0,28.907,64.4779,6.98473,3.3942,687.66,604.82,2.63919,22.3028,38.4500272,8.45062310784748,52.611,,,,,,,Segment A: calibrated,28.907,64.4779,6.98473,sludge waste composting|6.183|13.884|70.137
sludge waste composting,6.18321,13.8840763399712,70.1372,35.0,30.201,58.0289,6.72519,3.2051,597.86,1083.38,2.22162,21.4532,36.9853168,9.6565569269272,48.9343,,,,,,,Segment A: calibrated,30.201,58.0289,6.72519,sludge waste composting|6.183|13.884|70.137
sludge waste composting,6.18321,13.8840763399712,70.1372,42.0,30.79,57.6073,6.58779,3.9334,334.37,1110.3,2.22568,22.207,38.284868,9.97762481578664,52.2169,,,,,,,Segment A: calibrated,30.79,57.6073,6.58779,sludge waste composting|6.183|13.884|70.137
sludge waste composting,6.65649,18.5082201748868,70.685,0.0,54.69,70.685,6.65649,0.7428,521.16,406.14,1.62162,30.0133,51.7429291999999,18.5082201748868,59.6031,,,,,,,Segment A: calibrated,54.69,70.685,6.65649,sludge waste composting|6.656|18.508|70.685
sludge waste composting,6.65649,18.5082201748868,70.685,3.0,58.638,71.8448,8.52672,1.9536,1367.19,153.59,1.5,29.4456,50.7642144,19.6304,34.1207,,,,,,,Segment A: calibrated,58.638,71.8448,8.52672,sludge waste composting|6.656|18.508|70.685
